,Unnamed: 0,NAME,COUNTY,E_TOTPOP,RPL_THEMES
6971,6971,Illinois,Madison,5851,0.3722
6972,6972,Illinois,Madison,4425,0.7492
6973,6973,Illinois,Madison,4252,0.7964
6974,6974,Illinois,Madison,3050,0.9809
6975,6975,Illinois,Madison,3331,0.7779
6976,6976,Illinois,Madison,2648,0.7365
6977,6977,Illinois,Madison,7171,0.4558
6978,6978,Illinois,Madison,7843,0.2733
6979,6979,Illinois,Madison,2861,0.0873
6980,6980,Illinois,Madison,3537,0.1412
6981,6981,Illinois,Madison,8063,0.1617
6982,6982,Illinois,Madison,3212,0.2953
6983,6983,Illinois,Madison,9129,0.2419
6984,6984,Illinois,Madison,5705,0.4154
6985,6985,Illinois,Madison,2770,0.5152
6986,6986,Illinois,Madison,3833,0.2061
6987,6987,Illinois,Madison,6090,0.5513
6988,6988,Illinois,Madison,5771,0.2007
6989,6989,Illinois,Madison,7784,0.1128
6990,6990,Illinois,Madison,10270,0.4445
6991,6991,Illinois,Madison,4133,0.0969
6992,6992,Illinois,Madison,3363,0.267
6993,6993,Illinois,Madison,5956,0.1653
6994,6994,Illinois,Madison,5639,0.036
6995,6995,Illinois,Madison,5215,0.1095
6996,6996,Illinois,Madison,4316,0.3046
6997,6997,Illinois,Madison,3047,0.4487
6998,6998,Illinois,Marion,3382,0.419
6999,6999,Illinois,Marion,2489,0.2355
7000,7000,Illinois,Marion,4269,0.716
7001,7001,Illinois,Marion,3032,0.8234
7002,7002,Illinois,Marion,3672,0.517
7003,7003,Illinois,Marion,2540,0.8425
7004,7004,Illinois,Marion,2186,0.8743
7005,7005,Illinois,Marion,3651,0.9835
7006,7006,Illinois,Marshall,2599,0.4392
7007,7007,Illinois,Marshall,2528,0.4444
7008,7008,Illinois,Marshall,1965,0.0666
7009,7009,Illinois,Marshall,2704,0.3879
7010,7010,Illinois,Marshall,1998,0.4403
7011,7011,Illinois,Mason,2691,0.3359
7012,7012,Illinois,Mason,1831,0.3906
7013,7013,Illinois,Mason,3270,0.7159
7014,7014,Illinois,Mason,1737,0.5511
7015,7015,Illinois,Mason,1851,0.1626
7016,7016,Illinois,Mason,2398,0.536
7017,7017,Illinois,Massac,4258,0.8774
7018,7018,Illinois,Menard,5984,0.1865
7019,7019,Illinois,Menard,3889,0.5466
7020,7020,Illinois,Menard,2494,0.1523
7021,7021,Illinois,Mercer,4586,0.1473
7022,7022,Illinois,Mercer,3449,0.5155
7023,7023,Illinois,Mercer,3996,0.2595
7024,7024,Illinois,Monroe,7900,0.1021
7025,7025,Illinois,Monroe,5089,0.1186
7026,7026,Illinois,Monroe,6263,0.3204
7027,7027,Illinois,Monroe,4644,0.0452
7028,7028,Illinois,Monroe,6691,0.1223
7029,7029,Illinois,Monroe,3349,0.0874
7030,7030,Illinois,Montgomery,3224,0.4136
7031,7031,Illinois,Montgomery,2277,0.4949
7032,7032,Illinois,Montgomery,2869,0.1454
7033,7033,Illinois,Montgomery,3126,0.086
7034,7034,Illinois,Montgomery,2782,0.6356
7035,7035,Illinois,Montgomery,3578,0.8071
7036,7036,Illinois,Montgomery,4781,0.5741
7037,7037,Illinois,Morgan,2472,0.3828
7038,7038,Illinois,Morgan,3084,0.167
7039,7039,Illinois,Morgan,3551,0.2178
7040,7040,Illinois,Morgan,3072,0.2436
7041,7041,Illinois,Morgan,3346,0.2557
7042,7042,Illinois,Moultrie,4877,0.6024
7043,7043,Illinois,Moultrie,2375,0.3669
7044,7044,Illinois,Moultrie,3034,0.1347
7045,7045,Illinois,Moultrie,4417,0.6215
7046,7046,Illinois,Ogle,4533,0.0771
7047,7047,Illinois,Ogle,3549,0.3718
7048,7048,Illinois,Ogle,4344,0.6242
7049,7049,Illinois,Ogle,6672,0.4267
7050,7050,Illinois,Ogle,5037,0.7277
7051,7051,Illinois,Ogle,5587,0.7493
7052,7052,Illinois,Ogle,4937,0.0905
7053,7053,Illinois,Ogle,4395,0.4947
7054,7054,Illinois,Ogle,4883,0.3069
7055,7055,Illinois,Peoria,1852,0.8476
7056,7056,Illinois,Peoria,4126,0.5026
7057,7057,Illinois,Peoria,4063,0.8067
7058,7058,Illinois,Peoria,5421,0.3983
7059,7059,Illinois,Peoria,4243,0.5844
7060,7060,Illinois,Peoria,10847,0.3273
7061,7061,Illinois,Peoria,5273,0.4645
7062,7062,Illinois,Peoria,3589,0.1601
7063,7063,Illinois,Peoria,3439,0.2218
7064,7064,Illinois,Peoria,7157,0.1161
7065,7065,Illinois,Peoria,6801,0.3726
7066,7066,Illinois,Peoria,4618,0.1968
7067,7067,Illinois,Peoria,4407,0.57
7068,7068,Illinois,Peoria,3791,0.2241
7069,7069,Illinois,Peoria,4811,0.1214
7070,7070,Illinois,Perry,2870,0.3168
7071,7071,Illinois,Perry,2208,0.4847
7072,7072,Illinois,Perry,2545,0.7159
7073,7073,Illinois,Perry,4097,0.7533
7074,7074,Illinois,Piatt,4275,0.0518
7075,7075,Illinois,Piatt,6327,0.231
7076,7076,Illinois,Piatt,3016,0.3732
7077,7077,Illinois,Piatt,2809,0.2158
7078,7078,Illinois,Pike,3495,0.5711
7079,7079,Illinois,Pike,2711,0.5605
7080,7080,Illinois,Pike,2870,0.3238
7081,7081,Illinois,Pike,2229,0.4096
7082,7082,Illinois,Pulaski,2562,0.8126
7083,7083,Illinois,Putnam,2809,0.1539
7084,7084,Illinois,Putnam,2937,0.3737
7085,7085,Illinois,Randolph,2089,0.5356
7086,7086,Illinois,Randolph,4454,0.5388
7087,7087,Illinois,Randolph,4633,0.4006
7088,7088,Illinois,Randolph,3452,0.356
7089,7089,Illinois,Randolph,2542,0.1219
7090,7090,Illinois,Randolph,3716,0.6324
7091,7091,Illinois,Randolph,2933,0.5934
7092,7092,Illinois,Richland,3654,0.2375
7093,7093,Illinois,Richland,1934,0.8401
7094,7094,Illinois,Rock Island,7616,0.4043
7095,7095,Illinois,Rock Island,3479,0.7222
7096,7096,Illinois,Rock Island,2350,0.863
7097,7097,Illinois,Rock Island,5767,0.8435
7098,7098,Illinois,Rock Island,3820,0.9233
7099,7099,Illinois,Rock Island,3408,0.7074
7100,7100,Illinois,Rock Island,1516,0.8069
7101,7101,Illinois,Rock Island,3737,0.9035
7102,7102,Illinois,Rock Island,2560,0.9208
7103,7103,Illinois,Rock Island,3728,0.2208
7104,7104,Illinois,Rock Island,2445,0.1984
7105,7105,Illinois,Rock Island,4122,0.0869
7106,7106,Illinois,Rock Island,3851,0.1481
7107,7107,Illinois,Rock Island,5289,0.4919
7108,7108,Illinois,Rock Island,3726,0.0872
7109,7109,Illinois,Rock Island,4303,0.6375
7110,7110,Illinois,Rock Island,2452,0.5535
7111,7111,Illinois,Rock Island,2195,0.9402
7112,7112,Illinois,St. Clair,3360,0.6515
7113,7113,Illinois,St. Clair,2032,0.5155
7114,7114,Illinois,St. Clair,4735,0.4364
7115,7115,Illinois,St. Clair,5636,0.7358
7116,7116,Illinois,St. Clair,5225,0.5143
7117,7117,Illinois,St. Clair,2402,0.8355
7118,7118,Illinois,St. Clair,6291,0.8833
7119,7119,Illinois,St. Clair,5538,0.8597
7120,7120,Illinois,St. Clair,3292,0.7974
7121,7121,Illinois,St. Clair,1801,0.5894
7122,7122,Illinois,St. Clair,5907,0.4591
7123,7123,Illinois,St. Clair,6496,0.1108
7124,7124,Illinois,St. Clair,3625,0.6865
7125,7125,Illinois,St. Clair,6790,0.3849
7126,7126,Illinois,St. Clair,6971,0.187
7127,7127,Illinois,St. Clair,6096,0.3004
7128,7128,Illinois,St. Clair,6617,0.2995
7129,7129,Illinois,St. Clair,6128,0.046
7130,7130,Illinois,St. Clair,3439,0.6771
7131,7131,Illinois,St. Clair,5463,0.1128
7132,7132,Illinois,St. Clair,5905,0.4692
7133,7133,Illinois,St. Clair,4439,0.4799
7134,7134,Illinois,St. Clair,3838,0.1795
7135,7135,Illinois,St. Clair,2928,0.0365
7136,7136,Illinois,St. Clair,5244,0.3109
7137,7137,Illinois,St. Clair,4939,0.1876
7138,7138,Illinois,St. Clair,5634,0.2912
7139,7139,Illinois,St. Clair,7612,0.4306
7140,7140,Illinois,St. Clair,8240,0.3905
7141,7141,Illinois,St. Clair,4561,0.49
7142,7142,Illinois,St. Clair,4282,0.0194
7143,7143,Illinois,St. Clair,5096,0.0881
7144,7144,Illinois,Saline,2498,0.695
7145,7145,Illinois,Saline,2306,0.8908
7146,7146,Illinois,Saline,2423,0.5449
7147,7147,Illinois,Saline,2887,0.7057
7148,7148,Illinois,Saline,2649,0.6607
7149,7149,Illinois,Saline,3240,0.5349
7150,7150,Illinois,Sangamon,2340,0.4249
7151,7151,Illinois,Sangamon,2171,0.3015
7152,7152,Illinois,Sangamon,2182,0.2244
7153,7153,Illinois,Sangamon,2746,0.4465
7154,7154,Illinois,Sangamon,1805,0.3506
7155,7155,Illinois,Sangamon,3405,0.0846
7156,7156,Illinois,Sangamon,3426,0.9458
7157,7157,Illinois,Sangamon,5834,0.8939
7158,7158,Illinois,Sangamon,3281,0.5639
7159,7159,Illinois,Sangamon,2978,0.4015
7160,7160,Illinois,Sangamon,4983,0.3027
7161,7161,Illinois,Sangamon,7216,0.1131
7162,7162,Illinois,Sangamon,4267,0.1003
7163,7163,Illinois,Sangamon,6098,0.0861
7164,7164,Illinois,Sangamon,4708,0.1643
7165,7165,Illinois,Sangamon,6388,0.4292
7166,7166,Illinois,Sangamon,5342,0.2513
7167,7167,Illinois,Sangamon,2631,0.0169
7168,7168,Illinois,Sangamon,5613,0.0571
7169,7169,Illinois,Sangamon,8619,0.1074
7170,7170,Illinois,Sangamon,5974,0.4316
7171,7171,Illinois,Sangamon,5283,0.0694
7172,7172,Illinois,Sangamon,3921,0.1558
7173,7173,Illinois,Sangamon,4597,0.2278
7174,7174,Illinois,Schuyler,2908,0.6425
7175,7175,Illinois,Schuyler,1705,0.2448
7176,7176,Illinois,Scott,1766,0.4724
7177,7177,Illinois,Scott,3281,0.3887
7178,7178,Illinois,Shelby,3749,0.3968
7179,7179,Illinois,Shelby,3091,0.2808
7180,7180,Illinois,Shelby,4939,0.6114
7181,7181,Illinois,Shelby,3152,0.2083
7182,7182,Illinois,Shelby,3845,0.1195
7183,7183,Illinois,Shelby,3056,0.3112
7184,7184,Illinois,Stark,2935,0.5346
7185,7185,Illinois,Stark,2565,0.1508
7186,7186,Illinois,Stephenson,4354,0.1873
7187,7187,Illinois,Stephenson,2997,0.1528
7188,7188,Illinois,Stephenson,3736,0.2074
7189,7189,Illinois,Stephenson,2807,0.4296
7190,7190,Illinois,Stephenson,3183,0.2198
7191,7191,Illinois,Stephenson,3341,0.1697
7192,7192,Illinois,Stephenson,4846,0.6721
7193,7193,Illinois,Stephenson,3810,0.8429
7194,7194,Illinois,Tazewell,4363,0.2349
7195,7195,Illinois,Tazewell,5582,0.4763
7196,7196,Illinois,Tazewell,2006,0.2598
7197,7197,Illinois,Tazewell,4882,0.4014
7198,7198,Illinois,Tazewell,2112,0.5982
7199,7199,Illinois,Tazewell,5340,0.3387
7200,7200,Illinois,Tazewell,3334,0.2605
7201,7201,Illinois,Tazewell,5272,0.3702
7202,7202,Illinois,Tazewell,6833,0.2519
7203,7203,Illinois,Tazewell,5502,0.0865
7204,7204,Illinois,Tazewell,5861,0.0538
7205,7205,Illinois,Tazewell,5553,0.201
7206,7206,Illinois,Tazewell,4213,0.3127
7207,7207,Illinois,Tazewell,3813,0.1868
7208,7208,Illinois,Union,4481,0.5963
7209,7209,Illinois,Union,2448,0.6004
7210,7210,Illinois,Union,2091,0.5079
7211,7211,Illinois,Union,3726,0.3515
7212,7212,Illinois,Vermilion,2014,0.8742
7213,7213,Illinois,Vermilion,3721,0.2709
7214,7214,Illinois,Vermilion,2168,0.5288
7215,7215,Illinois,Vermilion,2493,0.6124
7216,7216,Illinois,Vermilion,3301,0.2895
7217,7217,Illinois,Vermilion,5268,0.8993
7218,7218,Illinois,Vermilion,4818,0.1732
7219,7219,Illinois,Vermilion,2183,0.324
7220,7220,Illinois,Vermilion,4109,0.5503
7221,7221,Illinois,Vermilion,3109,0.7194
7222,7222,Illinois,Vermilion,2904,0.132
7223,7223,Illinois,Vermilion,3397,0.2631
7224,7224,Illinois,Vermilion,2832,0.1839
7225,7225,Illinois,Vermilion,4072,0.5395
7226,7226,Illinois,Vermilion,2433,0.3697
7227,7227,Illinois,Wabash,3869,0.2765
7228,7228,Illinois,Wabash,2955,0.5687
7229,7229,Illinois,Wabash,2129,0.4467
7230,7230,Illinois,Wabash,2620,0.683
7231,7231,Illinois,Warren,2154,0.1457
7232,7232,Illinois,Warren,2709,0.4203
7233,7233,Illinois,Warren,2608,0.1251
7234,7234,Illinois,Washington,3245,0.4176
7235,7235,Illinois,Washington,3885,0.1426
7236,7236,Illinois,Washington,3948,0.2343
7237,7237,Illinois,Wayne,2751,0.6102
7238,7238,Illinois,White,2064,0.8077
7239,7239,Illinois,White,2806,0.6539
7240,7240,Illinois,White,2571,0.507
7241,7241,Illinois,White,3143,0.5797
7242,7242,Illinois,Whiteside,3909,0.0973
7243,7243,Illinois,Whiteside,3300,0.4453
7244,7244,Illinois,Whiteside,3118,0.0912
7245,7245,Illinois,Whiteside,3302,0.2097
7246,7246,Illinois,Whiteside,3973,0.1306
7247,7247,Illinois,Whiteside,2124,0.3325
7248,7248,Illinois,Whiteside,2490,0.8869
7249,7249,Illinois,Whiteside,4058,0.5877
7250,7250,Illinois,Whiteside,2117,0.5033
7251,7251,Illinois,Whiteside,3085,0.6106
7252,7252,Illinois,Whiteside,3158,0.7221
7253,7253,Illinois,Whiteside,2205,0.368
7254,7254,Illinois,Will,7593,0.4002
7255,7255,Illinois,Will,2206,0.4603
7256,7256,Illinois,Will,4503,0.0475
7257,7257,Illinois,Will,4365,0.4497
7258,7258,Illinois,Will,5894,0.2609
7259,7259,Illinois,Will,4897,0.02
7260,7260,Illinois,Will,11690,0.1756
7261,7261,Illinois,Will,8591,0.2228
7262,7262,Illinois,Will,5178,0.1087
7263,7263,Illinois,Will,10724,0.2243
7264,7264,Illinois,Will,5590,0.1488
7265,7265,Illinois,Will,5370,0.1806
7266,7266,Illinois,Will,3502,0.1208
7267,7267,Illinois,Will,2410,0.1199
7268,7268,Illinois,Will,6686,0.0793
7269,7269,Illinois,Will,3377,0.2069
7270,7270,Illinois,Will,6848,0.1127
7271,7271,Illinois,Will,2880,0.7171
7272,7272,Illinois,Will,3375,0.2531
7273,7273,Illinois,Will,3934,0.8345
7274,7274,Illinois,Will,3392,0.8941
7275,7275,Illinois,Will,2576,0.4806
7276,7276,Illinois,Will,4265,0.9018
7277,7277,Illinois,Will,3846,0.4933
7278,7278,Illinois,Will,6270,0.7201
7279,7279,Illinois,Will,2630,0.4588
7280,7280,Illinois,Will,11453,0.4702
7281,7281,Illinois,Will,1888,0.1427
7282,7282,Illinois,Will,3732,0.1295
7283,7283,Illinois,Will,4070,0.1682
7284,7284,Illinois,Will,4143,0.5841
7285,7285,Illinois,Will,2011,0.331
7286,7286,Illinois,Will,5358,0.2579
7287,7287,Illinois,Will,4002,0.0826
7288,7288,Illinois,Will,5692,0.2187
7289,7289,Illinois,Will,3374,0.2553
7290,7290,Illinois,Will,1751,0.5304
7291,7291,Illinois,Will,2927,0.4398
7292,7292,Illinois,Will,6346,0.3493
7293,7293,Illinois,Will,1839,0.1452
7294,7294,Illinois,Will,4418,0.2739
7295,7295,Illinois,Will,4233,0.1813
7296,7296,Illinois,Will,1303,0.1418
7297,7297,Illinois,Will,2180,0.0668
7298,7298,Illinois,Williamson,5684,0.3203
7299,7299,Illinois,Williamson,2697,0.4588
7300,7300,Illinois,Williamson,4449,0.3813
7301,7301,Illinois,Williamson,3803,0.7632
7302,7302,Illinois,Williamson,3702,0.4722
7303,7303,Illinois,Williamson,4079,0.5515
7304,7304,Illinois,Williamson,4533,0.5872
7305,7305,Illinois,Williamson,4910,0.4274
7306,7306,Illinois,Williamson,4962,0.5963
7307,7307,Illinois,Williamson,4804,0.1262
7308,7308,Illinois,Winnebago,2799,0.3474
7309,7309,Illinois,Winnebago,3966,0.6014
7310,7310,Illinois,Winnebago,3282,0.8258
7311,7311,Illinois,Winnebago,3185,0.2757
7312,7312,Illinois,Winnebago,4730,0.434
7313,7313,Illinois,Winnebago,3562,0.9168
7314,7314,Illinois,Winnebago,2398,0.9459
7315,7315,Illinois,Winnebago,3334,0.9729
7316,7316,Illinois,Winnebago,2202,0.0858
7317,7317,Illinois,Winnebago,1663,0.7433
7318,7318,Illinois,Winnebago,4870,0.1121
7319,7319,Illinois,Winnebago,6266,0.4725
7320,7320,Illinois,Winnebago,4357,0.4232
7321,7321,Illinois,Winnebago,7115,0.2211
7322,7322,Illinois,Winnebago,3328,0.2176
7323,7323,Illinois,Winnebago,4717,0.118
7324,7324,Illinois,Winnebago,5183,0.2966
7325,7325,Illinois,Woodford,2476,0.2232
7326,7326,Illinois,Woodford,3029,0.2171
7327,7327,Illinois,Woodford,2873,0.194
7328,7328,Illinois,Woodford,5657,0.4272
7329,7329,Illinois,Woodford,7881,0.0395
7330,7330,Illinois,Woodford,2452,0.2235
7331,7331,Illinois,Woodford,3361,0.0219
7332,7332,Illinois,Woodford,4253,0.3846
7333,7333,Indiana,Adams,4609,0.0881
7334,7334,Indiana,Adams,5126,0.7295
7335,7335,Indiana,Adams,5695,0.5286
7336,7336,Indiana,Adams,3212,0.1371
7337,7337,Indiana,Adams,3358,0.6848
7338,7338,Indiana,Allen,3271,0.1539
7339,7339,Indiana,Allen,2463,0.1829
7340,7340,Indiana,Allen,1843,0.6921
7341,7341,Indiana,Allen,4060,0.5302
7342,7342,Indiana,Allen,2202,0.978
7343,7343,Indiana,Allen,5449,0.9821
7344,7344,Indiana,Allen,2417,0.9897
7345,7345,Indiana,Allen,4239,0.8543
7346,7346,Indiana,Allen,5298,0.4531
7347,7347,Indiana,Allen,3890,0.8783
7348,7348,Indiana,Allen,4226,0.3969
7349,7349,Indiana,Allen,2661,0.5815
7350,7350,Indiana,Allen,2897,0.6291
7351,7351,Indiana,Allen,3391,0.4261
7352,7352,Indiana,Allen,2821,0.7661
7353,7353,Indiana,Allen,3795,0.9263
7354,7354,Indiana,Allen,5097,0.456
7355,7355,Indiana,Allen,6054,0.3336
7356,7356,Indiana,Allen,6941,0.1774
7357,7357,Indiana,Allen,3756,0.0535
7358,7358,Indiana,Allen,2727,0.1186
7359,7359,Indiana,Allen,1629,0.063
7360,7360,Indiana,Allen,4387,0.3773
7361,7361,Indiana,Allen,3907,0.2416
7362,7362,Indiana,Allen,4764,0.0676
7363,7363,Indiana,Allen,6638,0.4347
7364,7364,Indiana,Allen,2611,0.2393
7365,7365,Indiana,Allen,3140,0.6189
7366,7366,Indiana,Allen,3487,0.2893
7367,7367,Indiana,Allen,1991,0.923
7368,7368,Indiana,Allen,5669,0.9123
7369,7369,Indiana,Allen,4011,0.6096
7370,7370,Indiana,Allen,4604,0.149
7371,7371,Indiana,Allen,4926,0.1265
7372,7372,Indiana,Allen,5233,0.151
7373,7373,Indiana,Allen,3511,0.0443
7374,7374,Indiana,Allen,3443,0.3198
7375,7375,Indiana,Allen,4043,0.1408
7376,7376,Indiana,Allen,1692,0.0424
7377,7377,Indiana,Allen,1808,0.4585
7378,7378,Indiana,Bartholomew,4217,0.5472
7379,7379,Indiana,Bartholomew,5080,0.2632
7380,7380,Indiana,Bartholomew,5355,0.771
7381,7381,Indiana,Bartholomew,5614,0.145
7382,7382,Indiana,Bartholomew,5403,0.302
7383,7383,Indiana,Bartholomew,5871,0.2114
7384,7384,Indiana,Bartholomew,4447,0.563
7385,7385,Indiana,Bartholomew,8983,0.3941
7386,7386,Indiana,Benton,3237,0.3627
7387,7387,Indiana,Benton,2969,0.5542
7388,7388,Indiana,Benton,2461,0.6921
7389,7389,Indiana,Blackford,3434,0.5398
7390,7390,Indiana,Blackford,2723,0.7844
7391,7391,Indiana,Blackford,2813,0.5218
7392,7392,Indiana,Blackford,3159,0.3366
7393,7393,Indiana,Boone,3906,0.2634
7394,7394,Indiana,Boone,4031,0.2063
7395,7395,Indiana,Boone,5880,0.5724
7396,7396,Indiana,Boone,6929,0.1597
7397,7397,Indiana,Boone,14208,0.0545
7398,7398,Indiana,Boone,4460,0.1108
7399,7399,Indiana,Brown,2818,0.2488
7400,7400,Indiana,Brown,3161,0.2516
7401,7401,Indiana,Brown,4375,0.2893
7402,7402,Indiana,Brown,4680,0.4138
7403,7403,Indiana,Carroll,2846,0.2923
7404,7404,Indiana,Carroll,2684,0.0389
7405,7405,Indiana,Carroll,2550,0.4293
7406,7406,Indiana,Carroll,3545,0.7689
7407,7407,Indiana,Carroll,3140,0.1873
7408,7408,Indiana,Carroll,2717,0.5277
7409,7409,Indiana,Carroll,2512,0.2262
7410,7410,Indiana,Cass,4719,0.4434
7411,7411,Indiana,Cass,2438,0.2384
7412,7412,Indiana,Cass,3046,0.4388
7413,7413,Indiana,Cass,2757,0.8291
7414,7414,Indiana,Cass,5639,0.8882
7415,7415,Indiana,Cass,2721,0.1854
7416,7416,Indiana,Cass,3689,0.2457
7417,7417,Indiana,Clark,2648,0.6415
7418,7418,Indiana,Clark,5174,0.428
7419,7419,Indiana,Clark,2705,0.5139
7420,7420,Indiana,Clark,1730,0.2078
7421,7421,Indiana,Clark,5908,0.3896
7422,7422,Indiana,Clark,4544,0.2353
7423,7423,Indiana,Clark,5808,0.1448
7424,7424,Indiana,Clark,5646,0.3884
7425,7425,Indiana,Clark,6878,0.145
7426,7426,Indiana,Clark,4170,0.3538
7427,7427,Indiana,Clark,4535,0.3918
7428,7428,Indiana,Clark,3921,0.5369
7429,7429,Indiana,Clark,6018,0.3086
7430,7430,Indiana,Clay,5022,0.7673
7431,7431,Indiana,Clay,3298,0.2335
7432,7432,Indiana,Clay,4076,0.4771
7433,7433,Indiana,Clay,3606,0.2186
7434,7434,Indiana,Clay,3676,0.2024
7435,7435,Indiana,Clinton,2944,0.3374
7436,7436,Indiana,Clinton,5454,0.3644
7437,7437,Indiana,Clinton,5218,0.4327
7438,7438,Indiana,Clinton,3892,0.4076
7439,7439,Indiana,Clinton,4715,0.9042
7440,7440,Indiana,Clinton,3241,0.4856
7441,7441,Indiana,Clinton,3461,0.6061
7442,7442,Indiana,Crawford,3726,0.4961
7443,7443,Indiana,Daviess,4019,0.726
7444,7444,Indiana,Daviess,2869,0.5539
7445,7445,Indiana,Daviess,4029,0.6066
7446,7446,Indiana,Daviess,4323,0.7953
7447,7447,Indiana,Daviess,4478,0.6987
7448,7448,Indiana,Dearborn,2952,0.2277
7449,7449,Indiana,Dearborn,5809,0.0282
7450,7450,Indiana,Dearborn,2304,0.0512
7451,7451,Indiana,Dearborn,6697,0.1879
7452,7452,Indiana,Dearborn,5935,0.1826
7453,7453,Indiana,Dearborn,4054,0.6886
7454,7454,Indiana,Dearborn,6768,0.4591
7455,7455,Indiana,Dearborn,6193,0.13
7456,7456,Indiana,Decatur,5218,0.4044
7457,7457,Indiana,Decatur,3266,0.513
7458,7458,Indiana,Decatur,4910,0.4933
7459,7459,Indiana,Decatur,3060,0.6476
7460,7460,Indiana,Decatur,6202,0.3171
7461,7461,Indiana,Decatur,3896,0.4796
7462,7462,Indiana,DeKalb,4603,0.2286
7463,7463,Indiana,DeKalb,4396,0.4657
7464,7464,Indiana,DeKalb,4293,0.6782
7465,7465,Indiana,DeKalb,3197,0.6097
7466,7466,Indiana,DeKalb,4646,0.5474
7467,7467,Indiana,DeKalb,3740,0.1142
7468,7468,Indiana,DeKalb,4366,0.26
7469,7469,Indiana,Delaware,4461,0.6226
7470,7470,Indiana,Delaware,6071,0.4442
7471,7471,Indiana,Delaware,3076,0.6865
7472,7472,Indiana,Delaware,3309,0.5792
7473,7473,Indiana,Delaware,1930,0.5603
7474,7474,Indiana,Delaware,2345,0.4808
7475,7475,Indiana,Delaware,2358,0.6872
7476,7476,Indiana,Delaware,1248,0.7567
7477,7477,Indiana,Delaware,3122,0.8681
7478,7478,Indiana,Delaware,6335,0.3659
7479,7479,Indiana,Delaware,3641,0.1967
7480,7480,Indiana,Delaware,3960,0.2346
7481,7481,Indiana,Delaware,5346,0.5078
7482,7482,Indiana,Delaware,8587,0.3586
7483,7483,Indiana,Delaware,5336,0.4319
7484,7484,Indiana,Delaware,7060,0.0731
7485,7485,Indiana,Delaware,2756,0.3324
7486,7486,Indiana,Delaware,4518,0.5518
7487,7487,Indiana,Dubois,6193,0.0577
7488,7488,Indiana,Dubois,7094,0.6707
7489,7489,Indiana,Dubois,4723,0.1134
7490,7490,Indiana,Dubois,5419,0.325
7491,7491,Indiana,Dubois,7266,0.1917
7492,7492,Indiana,Elkhart,2769,0.7429
7493,7493,Indiana,Elkhart,7478,0.8886
7494,7494,Indiana,Elkhart,4183,0.6172
7495,7495,Indiana,Elkhart,4935,0.4635
7496,7496,Indiana,Elkhart,10126,0.2332
7497,7497,Indiana,Elkhart,7269,0.6478
7498,7498,Indiana,Elkhart,9327,0.4403
7499,7499,Indiana,Elkhart,4465,0.1529
7500,7500,Indiana,Elkhart,5036,0.3898
7501,7501,Indiana,Elkhart,5289,0.5713
7502,7502,Indiana,Elkhart,6833,0.5988
7503,7503,Indiana,Elkhart,9827,0.4006
7504,7504,Indiana,Elkhart,4683,0.9039
7505,7505,Indiana,Elkhart,4636,0.545
7506,7506,Indiana,Elkhart,4838,0.2973
7507,7507,Indiana,Elkhart,3984,0.569
7508,7508,Indiana,Elkhart,3517,0.1703
7509,7509,Indiana,Elkhart,7202,0.5501
7510,7510,Indiana,Elkhart,5915,0.794
7511,7511,Indiana,Elkhart,4119,0.385
7512,7512,Indiana,Elkhart,7570,0.4544
7513,7513,Indiana,Elkhart,4081,0.5619
7514,7514,Indiana,Elkhart,5936,0.9555
7515,7515,Indiana,Elkhart,2413,0.9884
7516,7516,Indiana,Elkhart,4310,0.9941
7517,7517,Indiana,Elkhart,2039,0.8889
7518,7518,Indiana,Fayette,3649,0.1599
7519,7519,Indiana,Fayette,3225,0.3925
7520,7520,Indiana,Fayette,4322,0.8246
7521,7521,Indiana,Fayette,3812,0.686
7522,7522,Indiana,Fayette,3098,0.4825
7523,7523,Indiana,Floyd,1761,0.6951
7524,7524,Indiana,Floyd,2427,0.7145
7525,7525,Indiana,Floyd,2572,0.1312
7526,7526,Indiana,Floyd,2507,0.8247
7527,7527,Indiana,Floyd,7026,0.0349
7528,7528,Indiana,Floyd,4619,0.0633
7529,7529,Indiana,Floyd,4960,0.2373
7530,7530,Indiana,Floyd,5700,0.1073
7531,7531,Indiana,Floyd,4319,0.0315
7532,7532,Indiana,Floyd,4601,0.0695
7533,7533,Indiana,Floyd,1989,0.1029
7534,7534,Indiana,Fountain,2770,0.3141
7535,7535,Indiana,Fountain,2317,0.5514
7536,7536,Indiana,Fountain,3735,0.512
7537,7537,Indiana,Fountain,4392,0.5437
7538,7538,Indiana,Fountain,3272,0.4298
7539,7539,Indiana,Franklin,4875,0.3449
7540,7540,Indiana,Franklin,6353,0.3009
7541,7541,Indiana,Franklin,2504,0.6351
7542,7542,Indiana,Franklin,5275,0.0935
7543,7543,Indiana,Fulton,3591,0.5787
7544,7544,Indiana,Fulton,6012,0.5957
7545,7545,Indiana,Fulton,3206,0.2073
7546,7546,Indiana,Fulton,1800,0.3272
7547,7547,Indiana,Fulton,2750,0.1571
7548,7548,Indiana,Fulton,2853,0.7171
7549,7549,Indiana,Gibson,8397,0.2737
7550,7550,Indiana,Gibson,4362,0.249
7551,7551,Indiana,Gibson,4727,0.8528
7552,7552,Indiana,Grant,3446,0.8443
7553,7553,Indiana,Grant,3448,0.9102
7554,7554,Indiana,Grant,2900,0.7425
7555,7555,Indiana,Grant,6238,0.372
7556,7556,Indiana,Grant,4130,0.2676
